href,url,finalUrl,status,len,verdict
/content/mca/global/en/help-faq/faqs/payment2/rates-of-stamp-duty.html,https://www.mca.gov.in/content/mca/global/en/help-faq/faqs/payment2/rates-of-stamp-duty.html,https://www.mca.gov.in/content/mca/global/en/help-faq/faqs/payment2/rates-of-stamp-duty.html,200,15000,ACCESSIBLE
/content/mca/global/en/help-faq/faqs/payment2/estamp.html,https://www.mca.gov.in/content/mca/global/en/help-faq/faqs/payment2/estamp.html,https://www.mca.gov.in/content/mca/global/en/help-faq/faqs/payment2/estamp.html,200,15000,ACCESSIBLE
/content/mca/global/en/help-faq/faqs/offline-payment.html,https://www.mca.gov.in/content/mca/global/en/help-faq/faqs/offline-payment.html,https://www.mca.gov.in/content/mca/global/en/help-faq/faqs/offline-payment.html,200,15000,ACCESSIBLE
/content/mca/global/en/help-faq/faqs/offline-payment/faqs-offline-payment.html,https://www.mca.gov.in/content/mca/global/en/help-faq/faqs/offline-payment/faqs-offline-payment.html,https://www.mca.gov.in/content/mca/global/en/help-faq/faqs/offline-payment/faqs-offline-payment.html,200,15000,ACCESSIBLE
/content/mca/global/en/help-faq/faqs/offline-payment/Steps-to-make-Offline-Payment.html,https://www.mca.gov.in/content/mca/global/en/help-faq/faqs/offline-payment/Steps-to-make-Offline-Payment.html,https://www.mca.gov.in/content/mca/global/en/help-faq/faqs/offline-payment/Steps-to-make-Offline-Payment.html,200,15000,ACCESSIBLE
/content/mca/global/en/help-faq/faqs/offline-payment/iepf-for-Pay-Miscellaneous-fee.html,https://www.mca.gov.in/content/mca/global/en/help-faq/faqs/offline-payment/iepf-for-Pay-Miscellaneous-fee.html,https://www.mca.gov.in/content/mca/global/en/help-faq/faqs/offline-payment/iepf-for-Pay-Miscellaneous-fee.html,200,15000,ACCESSIBLE
/content/mca/global/en/help-faq/faqs/dsc-services.html,https://www.mca.gov.in/content/mca/global/en/help-faq/faqs/dsc-services.html,https://www.mca.gov.in/content/mca/global/en/help-faq/faqs/dsc-services.html,200,15000,ACCESSIBLE
/content/mca/global/en/help-faq/faqs/dsc-services/digital-signature-certificate.html,https://www.mca.gov.in/content/mca/global/en/help-faq/faqs/dsc-services/digital-signature-certificate.html,https://www.mca.gov.in/content/mca/global/en/help-faq/faqs/dsc-services/digital-signature-certificate.html,200,15000,ACCESSIBLE
/content/mca/global/en/help-faq/faqs/dsc-services/associate-dsc.html,https://www.mca.gov.in/content/mca/global/en/help-faq/faqs/dsc-services/associate-dsc.html,https://www.mca.gov.in/content/mca/global/en/help-faq/faqs/dsc-services/associate-dsc.html,200,15000,ACCESSIBLE
/content/mca/global/en/help-faq/faqs/dsc-services/dsc-registration.html,https://www.mca.gov.in/content/mca/global/en/help-faq/faqs/dsc-services/dsc-registration.html,https://www.mca.gov.in/content/mca/global/en/help-faq/faqs/dsc-services/dsc-registration.html,200,15000,ACCESSIBLE
